recovery_deficit_m,exposed_area_m2,deficit_x_exposed,target
2.84,12.08,34.31,1
0.26,0.5,0.13,1
0.48,1.12,0.54,1
0.41,1.09,0.45,0
1.03,4.34,4.47,1
3.56,12.91,45.92,1
0.88,3.24,2.86,1
0.48,0.54,0.26,0
4.63,17.98,83.29,0
2.92,9.88,28.87,1
0.46,1.01,0.47,1
3.77,15.31,57.75,1
1.06,4.99,5.3,1
3.25,12.65,41.1,0
3.72,14.35,53.36,1
3.45,12.68,43.72,1
0.1,0.5,0.05,0
0.1,0.5,0.05,1
5.09,18.15,92.45,1
0.1,0.58,0.06,0
5.47,20.83,114.01,1
0.41,0.81,0.33,1
2.98,12.57,37.43,1
1.4,5.82,8.17,0
0.36,1.93,0.7,0
0.29,0.73,0.21,0
2.32,8.82,20.45,1
0.67,3.03,2.02,1
0.17,0.78,0.14,0
1.33,6.33,8.41,1
0.23,0.71,0.16,0
4.76,17.67,84.04,0
0.19,1.22,0.23,0
4.39,15.68,68.84,1
0.1,1.12,0.11,0
2.91,10.01,29.08,0
1.16,4.93,5.73,0
3.0,10.87,32.59,1
3.3,12.92,42.63,1
3.78,15.07,56.91,1
2.95,11.35,33.53,1
0.1,0.5,0.05,0
0.16,0.5,0.08,0
2.81,10.1,28.4,1
0.1,0.5,0.05,0
4.8,19.15,91.93,0
4.07,15.54,63.22,0
0.81,2.19,1.78,0
2.54,10.8,27.4,1
0.69,2.05,1.4,0
2.54,9.84,24.97,1
3.11,11.15,34.65,0
2.61,8.3,21.67,0
0.1,0.5,0.05,0
1.06,3.68,3.91,0
0.53,2.74,1.46,0
2.33,9.12,21.21,1
3.47,13.3,46.13,1
0.35,0.5,0.18,0
0.78,3.96,3.07,0
3.65,14.05,51.3,1
0.45,1.63,0.74,0
3.19,13.03,41.59,1
1.17,5.44,6.36,1
0.1,1.3,0.13,0
0.78,2.79,2.19,1
0.23,0.5,0.11,0
3.62,14.55,52.67,1
4.07,14.38,58.53,1
4.26,17.74,75.51,1
3.68,13.99,51.43,0
0.65,1.61,1.05,1
3.79,13.43,50.93,1
1.41,4.34,6.11,1
0.1,0.5,0.05,1
0.47,1.79,0.85,0
0.1,0.5,0.05,1
0.85,2.94,2.5,0
3.5,12.21,42.75,1
4.3,16.83,72.43,1
3.8,14.4,54.71,1
2.4,8.82,21.17,1
0.12,0.5,0.06,0
0.16,0.5,0.08,0
2.11,7.67,16.16,1
2.68,10.44,28.0,1
0.41,1.69,0.7,0
1.54,6.49,10.0,0
0.89,3.01,2.7,1
2.95,9.71,28.6,1
4.07,16.27,66.26,1
2.01,6.88,13.8,1
0.1,0.5,0.05,1
0.83,3.11,2.58,1
1.02,4.13,4.23,0
1.26,4.37,5.5,0
0.15,0.5,0.08,0
1.12,3.93,4.38,0
1.1,5.32,5.86,0
3.41,12.96,44.21,1
0.38,0.67,0.26,1
3.17,11.29,35.83,1
3.97,14.9,59.18,1
0.1,0.57,0.06,1
3.42,13.38,45.76,1
1.4,5.41,7.57,1
2.91,10.37,30.12,1
0.1,0.5,0.05,0
0.1,0.97,0.1,0
0.95,2.69,2.56,1
3.26,12.0,39.07,1
3.18,12.54,39.84,1
3.06,12.34,37.8,1
0.1,0.5,0.05,1
0.65,2.14,1.4,1
0.29,0.5,0.14,0
4.03,15.72,63.29,0
3.84,15.63,59.96,1
2.15,10.22,21.97,1
0.57,2.48,1.41,0
3.53,13.36,47.13,1
1.21,3.85,4.65,0
0.17,0.5,0.08,0
3.67,14.1,51.76,1
2.84,12.68,36.05,1
3.26,13.42,43.78,1
0.52,2.88,1.5,0
0.1,0.58,0.06,0
3.13,12.18,38.11,1
1.21,2.67,3.24,1
0.46,2.37,1.09,0
5.04,18.69,94.22,1
2.91,10.51,30.62,1
4.11,15.36,63.12,0
3.1,11.51,35.74,1
3.0,10.81,32.41,1
4.13,15.71,64.86,0
3.26,11.93,38.87,1
0.57,2.26,1.3,0
0.16,0.5,0.08,0
4.09,15.37,62.84,0
0.1,0.5,0.05,1
0.4,1.01,0.4,1
3.74,14.34,53.69,1
0.1,0.5,0.05,0
3.79,13.73,51.97,1
1.06,4.5,4.78,0
0.1,0.5,0.05,0
1.34,6.52,8.74,0
1.25,5.7,7.1,0
1.0,3.39,3.37,0
3.29,11.87,39.05,0
0.1,0.54,0.05,0
1.2,3.39,4.06,1
0.1,0.5,0.05,1
2.54,9.29,23.59,1
3.59,13.55,48.66,0
1.37,5.27,7.21,0
4.69,17.35,81.42,0
4.68,18.8,87.97,0
5.36,19.18,102.85,1
3.96,14.13,55.95,1
3.06,12.01,36.72,1
0.93,2.61,2.43,0
1.55,4.93,7.64,0
3.4,13.0,44.16,1
1.28,4.03,5.16,1
0.1,0.5,0.05,0
3.65,13.32,48.63,1
3.33,11.96,39.81,1
0.73,1.11,0.82,1
4.0,15.32,61.33,1
3.82,13.51,51.55,0
2.83,10.61,29.98,1
1.87,6.71,12.57,0
0.55,1.91,1.05,1
0.1,0.5,0.05,1
0.1,0.53,0.05,0
0.98,3.15,3.09,1
1.07,5.06,5.43,1
0.1,0.5,0.05,1
3.02,11.29,34.06,1
0.68,3.26,2.22,0
3.72,14.53,54.11,1
3.25,11.58,37.69,1
2.72,9.7,26.43,1
0.24,0.5,0.12,0
0.65,2.97,1.94,0
3.02,10.88,32.87,1
1.9,7.41,14.03,0
0.1,0.59,0.06,0
4.01,17.13,68.69,1
0.1,0.63,0.06,0
0.1,0.5,0.05,0
3.75,13.09,49.08,1
1.3,4.72,6.13,0
3.41,12.88,43.99,0
3.31,10.79,35.66,1
1.29,4.33,5.58,0
0.96,3.9,3.75,0
1.26,4.35,5.48,1
2.65,10.85,28.78,1
0.99,2.53,2.51,1
1.29,5.45,7.05,1
0.97,4.41,4.26,1
1.0,4.57,4.58,0
0.37,0.5,0.18,0
0.61,2.58,1.58,1
2.82,10.2,28.8,1
3.43,11.92,40.95,0
2.57,9.42,24.17,1
3.23,11.53,37.19,1
3.68,14.72,54.14,1
0.26,1.4,0.36,0
3.1,10.87,33.72,1
2.69,9.63,25.88,1
0.53,1.7,0.9,1
2.26,8.53,19.29,0
1.66,7.1,11.76,0
3.21,12.74,40.86,1
0.37,1.45,0.53,1
0.63,2.2,1.4,0
3.57,12.14,43.29,1
0.72,3.76,2.71,0
1.36,4.81,6.54,1
0.1,1.62,0.16,0
0.45,1.86,0.84,0
2.18,9.9,21.58,0
3.03,12.01,36.41,0
5.96,21.49,128.02,0
4.08,15.01,61.23,1
3.28,12.33,40.44,1
0.21,0.5,0.1,1
0.1,0.5,0.05,1
1.27,3.74,4.77,0
3.18,12.07,38.33,1
3.43,13.23,45.39,1
0.1,0.5,0.05,1
0.1,1.93,0.19,0
4.31,16.44,70.92,0
0.1,0.5,0.05,1
2.07,6.54,13.51,0
1.13,4.34,4.9,0
0.78,2.77,2.18,1
4.16,16.43,68.37,1
3.22,12.11,38.94,1
4.33,15.52,67.26,1
3.45,14.44,49.77,0
0.32,1.55,0.49,1
3.58,13.4,47.94,1
2.71,10.41,28.18,1
3.28,12.84,42.11,1
0.1,0.5,0.05,0
0.58,2.34,1.36,0
1.93,6.96,13.42,0
4.12,16.06,66.19,1
3.37,12.23,41.26,1
0.1,0.5,0.05,0
0.33,2.58,0.85,0
3.28,13.46,44.22,1
1.92,4.67,8.97,0
1.02,4.79,4.88,1
3.76,14.24,53.61,1
3.95,14.44,56.99,1
0.48,1.02,0.49,0
1.4,4.56,6.39,0
3.95,14.48,57.26,1
1.23,3.76,4.61,1
3.97,14.02,55.69,0
3.35,11.9,39.89,1
1.72,6.8,11.72,1
2.74,10.47,28.72,1
0.83,3.59,2.98,0
0.28,0.99,0.27,1
0.86,2.23,1.93,1
1.49,6.06,9.03,1
0.1,0.5,0.05,1
0.42,2.11,0.88,1
2.92,10.18,29.78,1
2.87,10.35,29.71,1
3.3,12.27,40.53,1
3.6,14.21,51.14,1
0.85,3.36,2.84,0
4.08,15.53,63.39,1
4.05,16.88,68.3,1
0.75,1.38,1.04,1
0.36,0.55,0.2,1
0.94,2.72,2.57,0
3.72,12.71,47.26,0
0.96,3.06,2.94,1
2.83,11.29,31.93,1
0.92,3.01,2.76,1
0.83,2.89,2.39,0
1.24,3.32,4.1,0
1.47,4.97,7.33,0
2.91,10.69,31.1,1
3.66,14.42,52.76,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
1.22,5.52,6.76,0
0.92,3.13,2.87,1
3.86,12.97,50.04,1
4.02,16.28,65.4,1
1.22,5.23,6.39,1
4.16,16.5,68.65,1
4.22,14.63,61.71,1
2.75,11.66,32.08,1
0.1,0.5,0.05,0
2.71,9.88,26.75,1
0.98,3.18,3.12,1
1.03,4.68,4.82,0
2.65,9.92,26.29,1
2.98,11.7,34.84,1
0.4,1.6,0.65,1
3.56,13.44,47.82,1
4.1,14.82,60.78,1
0.1,1.83,0.18,0
3.42,11.84,40.55,1
2.89,11.33,32.79,1
3.09,12.03,37.15,1
1.37,6.15,8.45,1
3.04,12.67,38.57,0
0.1,0.5,0.05,1
0.24,1.32,0.31,0
3.26,13.79,44.91,0
0.1,0.5,0.05,1
0.82,2.27,1.87,0
0.97,3.38,3.29,1
3.84,13.56,52.09,0
3.34,12.99,43.36,1
0.36,2.23,0.81,1
1.12,4.16,4.66,0
4.05,14.08,56.97,1
0.29,1.91,0.55,0
0.13,0.5,0.06,0
3.2,10.91,34.88,1
0.3,1.0,0.3,1
0.1,0.58,0.06,1
3.17,12.4,39.34,1
2.66,10.05,26.72,1
3.87,16.12,62.42,1
4.56,17.37,79.13,1
3.28,13.28,43.53,1
3.99,15.8,63.06,1
3.91,13.82,54.01,1
2.36,8.82,20.77,1
0.36,3.05,1.09,1
4.69,17.4,81.52,1
1.37,4.66,6.38,1
3.05,11.74,35.83,1
0.1,0.5,0.05,0
3.33,12.02,40.0,1
3.52,12.98,45.66,0
3.31,13.73,45.48,1
3.09,11.65,36.04,1
0.37,0.5,0.18,1
4.1,14.38,58.99,1
3.6,15.45,55.67,1
4.5,16.92,76.17,1
3.52,13.71,48.21,1
3.85,14.03,54.09,1
0.41,1.83,0.76,0
3.1,12.93,40.02,1
2.84,10.27,29.14,1
2.97,11.66,34.67,1
0.84,2.07,1.75,0
3.8,16.04,60.87,1
0.98,3.93,3.85,0
0.87,2.99,2.61,0
3.3,12.29,40.55,1
0.1,0.5,0.05,1
3.43,12.68,43.53,1
0.89,1.42,1.26,0
2.95,11.12,32.76,1
0.55,2.0,1.11,0
1.23,5.06,6.22,0
1.52,5.38,8.2,1
1.52,5.14,7.79,0
4.09,15.53,63.46,1
3.54,12.15,42.98,1
1.11,4.34,4.83,1
3.62,12.26,44.36,0
3.56,14.43,51.4,0
1.47,6.12,8.97,1
4.53,16.46,74.5,1
0.28,1.61,0.46,0
3.68,14.05,51.65,1
0.94,2.76,2.59,0
3.59,12.02,43.12,1
3.24,12.57,40.73,1
2.61,9.29,24.27,0
4.42,17.67,78.07,1
3.47,13.19,45.76,1
2.09,7.39,15.45,1
1.02,5.3,5.39,1
3.51,13.78,48.33,0
4.28,13.32,56.96,1
3.82,14.12,53.94,0
3.72,13.02,48.41,1
2.81,10.04,28.24,1
1.36,5.06,6.9,1
2.86,11.16,31.92,1
4.02,15.5,62.37,1
3.2,13.02,41.66,1
0.92,4.02,3.72,1
3.94,15.44,60.9,0
4.44,17.05,75.79,1
3.24,13.32,43.11,1
0.42,1.35,0.57,0
2.52,9.35,23.56,0
4.56,15.8,72.03,1
1.33,5.91,7.87,0
0.1,0.5,0.05,1
2.44,11.61,28.29,1
2.21,8.08,17.89,1
1.0,3.89,3.9,0
3.07,12.11,37.18,1
2.22,7.56,16.77,1
3.5,13.58,47.48,1
4.09,15.57,63.71,1
2.79,10.37,28.99,1
0.42,2.52,1.05,1
0.4,0.8,0.32,0
3.43,13.25,45.43,1
3.31,13.73,45.4,1
3.59,13.06,46.84,1
3.41,12.72,43.38,1
4.17,17.72,73.91,1
2.87,11.29,32.43,0
2.84,10.37,29.42,1
4.18,16.51,68.93,0
3.66,13.44,49.14,1
3.79,13.13,49.72,1
3.35,13.83,46.34,1
0.56,1.23,0.68,1
3.45,15.06,51.88,1
0.98,3.31,3.23,0
0.66,4.21,2.77,0
0.13,0.5,0.07,1
0.28,1.89,0.53,0
0.84,3.58,3.0,1
3.54,14.13,50.03,0
4.61,18.28,84.19,1
0.88,2.96,2.61,1
1.47,4.54,6.67,1
0.1,0.5,0.05,0
0.69,2.82,1.96,1
0.1,0.5,0.05,1
2.97,11.51,34.22,1
3.1,12.04,37.3,0
0.66,1.78,1.18,1
3.55,13.8,48.94,1
0.1,0.5,0.05,0
0.34,0.74,0.25,0
0.1,1.01,0.1,1
3.49,12.64,44.1,0
2.76,10.11,27.89,1
0.19,0.79,0.15,0
4.17,16.96,70.78,0
4.08,15.65,63.78,1
3.41,13.4,45.76,1
2.7,10.02,27.07,0
1.83,6.88,12.58,1
3.67,13.91,51.05,1
2.35,9.17,21.55,1
2.87,10.66,30.57,1
3.35,13.8,46.19,1
1.61,5.81,9.34,1
0.1,0.5,0.05,1
3.63,15.98,57.97,1
2.91,10.8,31.44,1
0.1,1.43,0.14,0
0.78,4.08,3.18,0
3.49,14.02,48.97,1
4.4,16.56,72.88,1
0.14,0.75,0.1,1
0.71,1.68,1.2,1
1.68,7.97,13.36,1
1.92,6.61,12.68,0
3.49,13.06,45.59,1
0.1,0.5,0.05,0
3.41,12.89,43.99,0
3.08,11.18,34.41,0
3.17,13.15,41.64,1
1.42,6.16,8.75,0
3.33,12.92,43.08,1
0.76,2.58,1.97,1
1.82,7.76,14.1,1
1.22,4.26,5.18,0
3.99,16.42,65.56,1
1.04,4.06,4.24,0
0.53,2.98,1.57,0
0.91,3.35,3.04,0
0.59,2.3,1.36,0
1.35,6.1,8.23,0
0.7,4.41,3.08,1
0.1,1.63,0.16,0
4.02,15.97,64.13,1
4.83,18.82,90.9,0
0.38,1.03,0.39,0
1.3,5.18,6.75,1
0.38,0.73,0.28,0
0.1,0.68,0.07,1
2.85,11.19,31.91,0
3.88,13.17,51.07,1
3.02,11.53,34.86,1
4.45,17.23,76.64,0
3.94,14.92,58.85,1
0.55,2.37,1.3,0
0.71,1.64,1.17,1
3.35,12.1,40.47,1
1.15,5.2,5.98,1
0.1,0.5,0.05,1
3.2,12.42,39.73,1
4.38,16.21,71.0,0
3.23,12.3,39.79,1
0.18,0.5,0.09,0
0.97,4.38,4.26,1
0.79,4.45,3.52,0
5.35,19.5,104.4,0
0.1,0.5,0.05,1
3.56,13.89,49.46,1
0.16,1.78,0.28,0
0.62,2.37,1.48,1
3.06,10.65,32.59,1
0.13,0.5,0.06,1
4.19,15.1,63.3,1
2.57,9.25,23.8,1
0.1,0.5,0.05,0
1.5,4.94,7.39,1
3.8,13.83,52.63,1
1.66,6.38,10.6,0
1.75,6.84,11.99,1
3.43,11.89,40.77,1
0.79,3.32,2.62,0
3.47,12.89,44.79,0
3.84,15.15,58.13,1
0.66,3.13,2.06,1
2.97,10.86,32.31,1
2.7,10.76,29.1,1
1.5,5.01,7.49,1
1.23,5.75,7.09,1
3.52,12.73,44.76,1
0.1,0.66,0.07,0
2.89,10.82,31.24,1
0.67,1.73,1.16,1
3.89,15.52,60.41,1
3.58,13.13,47.05,1
4.19,14.56,61.0,1
3.53,11.1,39.14,1
3.56,12.83,45.65,1
2.88,12.03,34.61,1
0.24,1.92,0.46,0
3.22,11.66,37.56,1
2.76,10.2,28.17,1
0.1,0.5,0.05,0
1.06,2.95,3.13,1
4.6,16.73,77.0,1
3.82,15.32,58.58,1
3.29,12.92,42.57,1
0.97,3.89,3.76,1
0.1,0.5,0.05,1
1.2,4.66,5.61,0
4.09,13.7,56.02,1
4.47,17.66,78.92,0
1.52,5.99,9.12,1
2.99,10.29,30.75,1
0.67,3.83,2.55,0
5.21,18.37,95.75,1
3.53,13.84,48.86,1
2.46,9.79,24.07,0
2.18,7.29,15.91,0
3.11,11.78,36.58,1
2.93,9.83,28.82,1
3.53,11.12,39.19,0
3.11,10.95,34.03,1
4.77,17.63,84.08,0
1.03,4.41,4.52,0
2.87,10.97,31.49,1
1.25,4.81,5.99,0
0.48,1.02,0.49,1
0.84,2.75,2.3,1
0.1,0.5,0.05,0
4.7,16.88,79.31,1
3.33,12.17,40.5,1
0.17,0.72,0.12,0
1.7,6.0,10.19,1
0.1,0.5,0.05,1
4.15,16.33,67.79,1
0.11,0.5,0.05,0
3.43,11.97,41.04,1
2.81,11.12,31.21,1
0.99,3.97,3.92,1
0.1,0.64,0.06,1
4.19,16.42,68.78,1
0.1,0.75,0.07,1
0.22,0.85,0.18,1
2.69,12.14,32.65,1
1.83,5.93,10.84,1
2.89,10.5,30.28,0
1.96,8.21,16.08,1
0.69,2.74,1.89,1
0.1,0.99,0.1,1
4.61,17.65,81.38,0
0.1,1.48,0.15,1
0.22,0.5,0.11,0
1.21,5.66,6.83,1
0.1,1.32,0.13,0
3.38,11.87,40.1,1
1.1,4.69,5.16,1
1.25,4.73,5.93,0
0.12,0.5,0.06,1
1.14,2.82,3.22,1
0.75,2.03,1.52,0
1.38,5.82,8.04,0
3.09,12.39,38.29,1
0.1,0.5,0.05,0
2.99,12.03,35.99,1
3.16,12.78,40.43,1
1.16,4.52,5.24,0
0.57,1.58,0.89,1
0.69,2.96,2.03,0
0.1,0.77,0.08,0
3.87,15.25,59.07,1
0.51,2.63,1.35,0
0.2,0.5,0.1,1
1.55,5.49,8.51,1
1.88,5.64,10.64,1
0.2,1.37,0.28,1
3.08,11.54,35.58,1
2.56,10.09,25.85,0
0.26,0.5,0.13,0
0.11,1.54,0.17,1
1.85,6.08,11.24,1
1.51,6.35,9.57,0
3.2,12.24,39.13,1
0.94,3.41,3.2,1
3.54,13.25,46.98,1
1.01,3.32,3.35,0
0.66,3.56,2.36,0
4.26,16.18,68.87,1
1.24,3.71,4.61,1
0.69,2.3,1.58,0
3.07,11.77,36.12,1
0.27,1.74,0.47,0
0.37,0.92,0.34,1
3.75,13.83,51.92,1
2.15,8.18,17.56,1
3.43,13.74,47.16,1
0.99,2.67,2.64,0
3.44,13.49,46.48,1
4.0,14.82,59.24,1
3.35,12.46,41.73,0
1.97,9.07,17.83,1
0.99,3.6,3.56,0
0.1,0.98,0.1,1
0.89,3.97,3.55,1
4.9,17.66,86.49,1
0.1,0.5,0.05,0
0.79,3.67,2.91,0
4.43,15.97,70.76,1
0.79,1.68,1.33,1
3.32,13.42,44.51,1
3.38,12.01,40.56,1
1.06,3.41,3.61,0
0.71,4.29,3.05,0
1.32,3.68,4.84,1
0.27,0.5,0.14,1
3.27,12.05,39.35,1
0.69,2.41,1.65,0
0.7,1.93,1.34,1
3.17,11.13,35.3,1
0.8,4.25,3.4,1
1.08,4.31,4.65,0
1.56,6.38,9.93,0
2.55,9.57,24.37,1
1.25,5.0,6.27,0
2.87,11.67,33.54,1
3.03,10.7,32.37,1
0.16,0.82,0.13,0
4.27,16.77,71.59,1
3.11,13.04,40.48,1
0.1,1.94,0.19,0
2.76,10.56,29.18,1
0.51,2.84,1.45,1
0.1,0.5,0.05,0
4.82,19.58,94.46,1
4.21,15.41,64.86,1
0.68,2.38,1.61,1
3.92,15.25,59.79,1
2.33,8.71,20.26,1
0.92,3.66,3.38,1
1.46,6.82,9.95,0
4.37,16.3,71.22,1
0.1,0.5,0.05,0
0.83,4.62,3.86,1
0.44,2.08,0.91,0
3.67,15.49,56.89,1
1.48,6.32,9.37,1
3.52,12.32,43.38,1
0.1,0.9,0.09,0
2.86,10.07,28.8,0
2.55,9.71,24.8,1
0.81,3.01,2.44,1
0.96,2.37,2.29,0
3.08,11.04,33.96,1
2.55,11.45,29.16,1
3.49,13.44,46.84,1
0.82,2.99,2.47,1
0.84,4.65,3.91,1
3.81,14.16,53.91,1
3.36,12.68,42.56,1
4.65,18.46,85.81,1
0.24,0.6,0.15,1
0.27,0.5,0.13,1
3.4,11.13,37.86,1
0.47,1.04,0.49,1
3.15,11.22,35.38,1
1.18,4.6,5.41,1
1.0,3.3,3.3,0
3.96,16.78,66.47,1
0.14,0.5,0.07,1
3.17,13.17,41.73,1
0.36,1.54,0.55,0
3.42,13.66,46.77,1
0.4,2.1,0.83,1
0.63,0.6,0.38,1
3.14,11.91,37.36,1
0.82,2.89,2.36,1
3.66,12.99,47.53,0
4.29,16.66,71.4,1
3.39,14.25,48.26,1
0.81,0.92,0.74,0
1.41,4.93,6.95,0
3.28,11.46,37.6,1
3.1,11.84,36.7,1
0.74,2.55,1.89,1
3.35,12.25,41.07,1
0.9,3.98,3.6,1
2.99,12.69,37.98,1
5.14,21.65,111.23,1
1.18,3.88,4.56,1
0.3,0.5,0.15,0
4.23,16.52,69.83,1
1.45,6.79,9.82,1
0.66,3.15,2.07,1
1.0,5.1,5.13,0
1.08,3.91,4.2,0
0.74,2.32,1.71,0
0.78,3.04,2.35,1
1.52,5.5,8.34,1
0.1,0.91,0.09,0
1.15,5.14,5.9,1
3.73,15.0,55.87,0
0.11,0.84,0.09,1
0.1,0.58,0.06,0
3.77,14.94,56.27,1
2.85,9.26,26.38,1
0.1,0.55,0.05,1
0.1,0.5,0.05,0
3.65,14.03,51.2,1
2.08,7.84,16.3,0
3.19,12.47,39.8,1
3.04,11.1,33.75,1
2.21,9.29,20.52,1
3.78,14.74,55.72,1
0.73,2.91,2.14,0
3.33,12.09,40.24,1
3.91,15.52,60.74,1
0.1,0.55,0.05,0
3.91,14.23,55.59,1
2.76,10.46,28.9,1
3.25,12.84,41.66,1
0.29,1.55,0.45,1
0.46,2.12,0.97,1
4.15,15.86,65.89,1
1.04,4.77,4.95,1
0.29,2.08,0.59,0
3.34,13.28,44.35,0
1.89,6.72,12.7,0
0.22,0.5,0.11,1
1.12,3.84,4.31,1
3.74,15.77,58.95,1
3.52,13.59,47.77,1
1.24,6.41,7.94,1
2.48,9.34,23.18,1
0.45,1.51,0.69,0
3.97,15.04,59.78,1
1.9,7.15,13.59,0
4.24,15.49,65.68,1
4.41,15.86,70.01,1
3.34,13.09,43.73,1
3.37,13.66,46.08,0
3.07,13.64,41.93,0
0.1,0.5,0.05,0
4.2,15.68,65.82,1
0.21,0.5,0.1,0
0.93,4.42,4.09,1
3.89,15.43,60.04,0
0.99,3.05,3.01,0
3.66,13.18,48.21,1
3.09,12.5,38.63,1
4.08,15.81,64.51,1
0.77,3.54,2.74,1
2.82,10.01,28.26,1
4.65,16.17,75.16,1
3.69,13.32,49.13,0
0.65,3.02,1.96,1
0.1,2.07,0.21,0
3.25,12.0,39.0,1
2.89,12.8,36.99,1
2.76,11.16,30.84,1
4.25,15.02,63.81,1
0.23,1.05,0.24,0
1.31,5.65,7.37,0
1.06,2.09,2.21,0
0.81,3.6,2.93,0
3.06,12.58,38.55,1
3.66,14.21,51.97,0
0.1,0.5,0.05,1
0.1,0.5,0.05,1
3.66,13.71,50.11,1
3.43,12.08,41.42,1
5.03,18.56,93.34,1
4.2,15.63,65.63,1
2.35,9.03,21.26,1
3.86,14.21,54.77,1
4.05,14.69,59.48,1
4.03,15.94,64.32,1
0.96,3.94,3.77,0
0.55,1.65,0.91,1
0.1,0.79,0.08,0
0.57,1.81,1.04,0
3.71,14.14,52.44,1
3.59,14.44,51.88,1
5.02,18.58,93.16,0
0.8,2.11,1.69,1
4.71,17.77,83.61,1
3.69,12.93,47.72,1
3.06,11.41,34.91,1
3.73,13.96,52.09,0
0.1,0.5,0.05,0
3.81,14.89,56.7,1
3.68,13.84,50.93,1
4.88,19.51,95.27,0
3.62,13.92,50.33,0
3.08,12.3,37.89,1
0.44,2.63,1.16,0
1.39,5.18,7.19,1
1.13,4.29,4.85,1
2.78,9.31,25.89,1
0.54,3.04,1.64,1
0.82,2.98,2.43,0
0.25,0.5,0.12,0
0.1,0.97,0.1,1
0.34,0.5,0.17,1
3.87,14.38,55.72,1
0.73,3.51,2.57,0
2.45,8.97,22.02,1
3.94,14.39,56.63,1
1.24,4.36,5.39,1
3.01,9.82,29.51,1
4.29,16.86,72.29,1
2.81,10.57,29.65,1
4.76,17.88,85.13,1
1.25,4.53,5.66,0
0.39,1.5,0.59,0
2.4,9.65,23.18,1
3.12,11.83,36.97,1
3.12,10.76,33.56,1
1.08,4.56,4.92,0
0.31,1.56,0.48,0
3.83,14.72,56.41,1
4.42,17.65,77.97,1
0.55,2.11,1.16,1
0.2,1.65,0.33,0
0.76,4.02,3.06,0
3.83,15.01,57.45,1
0.5,1.31,0.65,1
3.37,12.71,42.83,0
3.57,14.56,52.02,1
0.54,0.85,0.46,1
3.15,11.66,36.75,1
3.92,14.63,57.38,1
4.51,16.44,74.14,1
1.29,5.59,7.19,0
0.94,3.88,3.66,0
4.0,14.65,58.64,1
3.87,15.2,58.86,1
4.16,15.68,65.2,1
0.46,1.02,0.46,1
0.1,0.5,0.05,0
0.72,3.08,2.21,1
2.2,9.12,20.09,1
0.1,0.5,0.05,0
1.0,4.23,4.23,0
5.24,21.19,111.08,0
0.1,0.5,0.05,1
5.13,19.78,101.5,1
4.16,16.48,68.56,1
3.73,14.08,52.48,0
1.68,7.38,12.4,1
1.2,6.32,7.59,1
3.37,13.09,44.13,0
2.54,9.48,24.11,1
3.01,12.22,36.79,1
1.15,5.03,5.77,0
2.89,8.95,25.84,1
3.87,14.71,56.98,1
3.38,12.54,42.43,0
1.97,7.79,15.3,1
0.1,0.5,0.05,0
0.94,3.52,3.33,1
3.83,13.86,53.07,1
3.46,13.73,47.51,1
2.88,12.27,35.32,0
3.01,10.77,32.47,1
1.46,4.43,6.47,0
3.33,12.68,42.25,1
2.83,10.74,30.43,1
4.37,17.53,76.53,1
0.47,0.82,0.39,0
0.1,0.5,0.05,0
3.55,11.79,41.88,1
2.94,12.26,36.01,1
3.65,14.08,51.44,1
0.58,1.83,1.06,1
4.67,16.69,77.97,1
0.44,0.7,0.31,0
1.3,5.29,6.9,1
0.1,0.5,0.05,0
0.1,0.5,0.05,0
3.79,16.05,60.86,0
0.82,2.82,2.31,1
0.57,1.41,0.8,0
3.61,14.04,50.72,1
0.99,2.78,2.75,0
1.18,5.86,6.91,1
3.36,13.89,46.66,1
0.79,2.86,2.25,1
2.95,10.5,30.98,1
1.02,3.53,3.6,1
4.15,15.52,64.31,1
0.33,1.56,0.52,1
3.05,12.43,37.94,1
2.71,9.47,25.68,1
2.31,9.59,22.15,0
3.31,13.06,43.2,1
1.24,4.32,5.36,1
1.1,3.32,3.65,0
0.1,0.5,0.05,0
3.39,12.05,40.92,1
3.28,13.27,43.51,0
0.1,0.5,0.05,0
3.8,14.89,56.63,0
1.43,5.39,7.73,1
4.26,15.72,66.91,1
1.34,5.01,6.72,1
2.75,11.3,31.04,1
0.1,0.5,0.05,0
2.71,9.99,27.11,1
1.83,6.34,11.58,0
3.02,11.44,34.51,0
3.9,14.26,55.54,1
4.21,14.56,61.25,0
0.53,1.19,0.64,1
0.65,3.78,2.45,1
3.2,12.37,39.65,1
1.72,6.69,11.49,1
3.68,13.77,50.73,1
0.31,1.14,0.35,0
1.98,7.18,14.21,1
1.56,6.35,9.89,0
3.16,12.07,38.09,1
0.64,1.51,0.97,1
0.1,0.58,0.06,0
3.35,10.75,35.98,1
3.9,15.14,59.02,1
0.12,0.5,0.06,1
0.75,2.77,2.08,1
3.86,13.72,52.98,0
0.1,0.5,0.05,1
4.27,16.67,71.14,0
3.54,14.64,51.78,1
2.7,9.02,24.35,1
4.51,17.91,80.78,1
0.1,0.5,0.05,0
4.85,18.06,87.52,1
2.99,11.95,35.68,1
1.16,4.21,4.88,1
0.14,1.12,0.16,0
3.13,11.08,34.63,1
3.24,11.81,38.28,1
3.12,12.59,39.24,1
3.77,15.53,58.63,1
2.77,10.5,29.11,1
0.95,1.39,1.32,1
